name,school,subschool,descriptor,spell_level,Sorcerer,Wizard,Cleric,Druid,Ranger,Bard,Paladin,Alchemist,Summoner,Witch,Inquisitor,Oracle,Antipaladin,Magus,Adept,Bloodrager,Shaman,Psychic,Medium,Mesmerist,Occultist,Spiritualist,Skald,Investigator,Hunter,SLA_Level,domain,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water
Spiritual Squire,Evocation,,force,"antipaladin 2, cleric/oracle 2, inquisitor 2, paladin 2, shaman 2, spiritualist 2",NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,2,2,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bone Fists,Necromancy,,,"bloodrager 2, cleric/oracle 2, druid 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2",2,2,2,2,NULL,NULL,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flash Forward,Conjuration,teleportation,,"alchemist 4, antipaladin 4, bard 4, bloodrager 4, inquisitor 4, magus 4, medium 4, occultist 4, paladin 4, psychic 5, sorcerer/wizard 5",5,5,NULL,NULL,NULL,4,4,4,NULL,NULL,4,NULL,4,4,NULL,4,NULL,5,4,NULL,4,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Particulate Form,Transmutation,,,"cleric/oracle 7, occultist 5, psychic 7, sorcerer/wizard 7, witch 7",7,7,7,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,7,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,5,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phasic Challenge,Transmutation,,,"cleric/oracle 8, psychic 8, shaman 8, sorcerer/wizard 8, spiritualist 6, witch 7",8,8,8,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,8,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,6,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spellcurse,Necromancy,,curseUM,"antipaladin 2, cleric/oracle 3, inquisitor 2, occultist 4, psychic 3, shaman 4, witch 3",NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,2,3,2,NULL,NULL,NULL,4,3,NULL,NULL,4,NULL,NULL,NULL,NULL,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warp Metal,Transmutation,,earth,"bloodrager 4, cleric/oracle 4, druid 4, medium 4, occultist 4, psychic 4, sorcerer/wizard 4",4,4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,4,NULL,4,4,NULL,4,NULL,NULL,NULL,4,4,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biting Words,Evocation,,"language-dependent, sonic","bard 1, bloodrager 1",NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Bouncing Bomb Admixture,Transmutation,,,alchemist 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Release The Hounds,Conjuration,summoning,,"bard 5, druid 5, shaman 5, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5",5,5,NULL,5,NULL,5,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roaming Pit,Conjuration,creation,,"cleric/oracle 6, druid 6, psychic 6, sorcerer/wizard 5, summoner/unchained summoner 5",5,5,6,6,NULL,NULL,NULL,NULL,5,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,6,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wall Of Bone,Necromancy,,,"antipaladin 4, bloodrager 4, cleric/oracle 4, psychic 4, sorcerer/wizard 4, spiritualist 4",4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,4,NULL,4,NULL,NULL,NULL,4,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akashic Communion,Divination,,,"bard 3, medium 3, mesmerist 4, occultist 3, psychic 3, shaman 3, sorcerer/wizard 4, spiritualist 4, witch 3",4,4,NULL,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,3,3,4,3,4,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bind Sage,Conjuration,calling,,"occultist 5, psychic 5, shaman 5, sorcerer/wizard 4, summoner/unchained summoner 4, witch 5",4,4,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,5,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secluded Grimoire,Conjuration,summoning,,"magus 1, sorcerer/wizard 1",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaznist's Jinx,Evocation,,curseUM,"antipaladin 4, bard 4, cleric/oracle 6, inquisitor 5, occultist 5, psychic 6, shaman 5, sorcerer/wizard 6, witch 5",6,6,6,NULL,NULL,4,NULL,NULL,NULL,5,5,6,4,NULL,NULL,NULL,5,6,NULL,NULL,5,NULL,NULL,NULL,NULL,6,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flexile Curse,Transmutation,,curseUM,"bard 3, cleric/oracle 5, inquisitor 3, psychic 5, sorcerer/wizard 5, witch 3",5,5,5,NULL,NULL,3,NULL,NULL,NULL,3,3,5,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irregular Size,Transmutation,,curseUM,"antipaladin 3, bloodrager 4, cleric/oracle 3, medium 2, mesmerist 3, occultist 3, shaman 3, sorcerer/wizard 4, spiritualist 4, witch 3",4,4,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,3,3,NULL,NULL,4,3,NULL,2,3,3,4,NULL,NULL,NULL,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itching Curse,Necromancy,,curseUM,"antipaladin 1, bard 1, druid 1, inquisitor 1, occultist 1, shaman 1, sorcerer/wizard 1, witch 1",1,1,NULL,1,NULL,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalistocrat's Nightmare,Transmutation,,curseUM,"alchemist 2, bard 2, cleric/oracle 3, inquisitor 2, investigator 2, magus 2, occultist 2, sorcerer/wizard 3, witch 2",3,3,3,NULL,NULL,2,NULL,2,NULL,2,2,3,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,2,NULL,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Legacy,Enchantment,,"curseUM, mind-affecting","bard 6, cleric/oracle 7, inquisitor 6, occultist 6, psychic 7, sorcerer/wizard 7, witch 6",7,7,7,NULL,NULL,6,NULL,NULL,NULL,6,6,7,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,6,NULL,NULL,NULL,NULL,7,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Earsend,Necromancy,,,"alchemist 4, sorcerer/wizard 4, witch 4",4,4,NULL,NULL,NULL,NULL,NULL,4,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Blades,Illusion,glamer,,"alchemist 2, antipaladin 2, bard 2, inquisitor 2, magus 2, sorcerer/wizard 2, summoner/unchained summoner 2",2,2,NULL,NULL,NULL,2,NULL,2,2,NULL,2,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impenetrable Veil,Abjuration,,,"bard 6, mesmerist 6, psychic 9, sorcerer/wizard 9, spiritualist 6, witch 9",9,9,NULL,NULL,NULL,6,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,6,NULL,6,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innocuous Shape,Transmutation,polymorph,,"alchemist 4, psychic 4, shaman 4, sorcerer/wizard 4, witch 4",4,4,NULL,NULL,NULL,NULL,NULL,4,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nondetection, Lesser",Abjuration,,,"alchemist 2, antipaladin 2, inquisitor 2, ranger 3, sorcerer/wizard 2, summoner/unchained summoner 2",2,2,NULL,NULL,3,NULL,NULL,2,2,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantasmal Reminder,Illusion,phantasm,mind-affecting,"antipaladin 3, bard 4, mesmerist 3, psychic 3, shaman 4, sorcerer/wizard 3, witch 3",3,3,NULL,NULL,NULL,4,NULL,NULL,NULL,3,NULL,NULL,3,NULL,NULL,NULL,4,3,NULL,3,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Symbol Of Distraction,Enchantment,compulsion,mind-affecting,"bard 6, cleric/oracle 6, mesmerist 6, occultist 4, psychic 6, sorcerer/wizard 6, witch 6",6,6,6,NULL,NULL,6,NULL,NULL,NULL,6,NULL,6,NULL,NULL,NULL,NULL,NULL,6,NULL,6,4,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Touch Of Slumber,Enchantment,compulsion,mind-affecting,"bard 6, cleric/oracle 5, druid 5, psychic 6, shaman 5, sorcerer/wizard 5, witch 6",5,5,5,5,NULL,6,NULL,NULL,NULL,6,NULL,5,NULL,NULL,NULL,NULL,5,6,NULL,NULL,NULL,NULL,NULL,NULL,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Apathy,Enchantment,compulsion,"emotionUM, mind-affecting","bard 4, mesmerist 4, psychic 5, sorcerer/wizard 5, witch 5",5,5,NULL,NULL,NULL,4,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,4,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Assumed Likeness,Illusion,phantasm,"emotionUM, mind-affecting","bard 1, magus 2, medium 1, mesmerist 1, occultist 2, psychic 2, sorcerer/wizard 2",2,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,2,1,1,2,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Calistria's Guardian Wasps,Conjuration,summoning,,"druid 3, psychic 3, ranger 3, sorcerer/wizard 3",3,3,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commune With Texts,Divination,,,"bard 5, cleric/oracle 6, inquisitor 6, medium 4, occultist 4, psychic 6, sorcerer/wizard 5, spiritualist 6",5,5,6,NULL,NULL,5,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,6,4,NULL,4,6,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daggermark's Exchange,Transmutation,,poisonUM,"alchemist 2, cleric/oracle 3, druid 2, occultist 3, psychic 3, sorcerer/wizard 3",3,3,3,2,NULL,NULL,NULL,2,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,3,NULL,NULL,NULL,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Diminished Detection,Abjuration,,,"alchemist 2, bard 2, sorcerer/wizard 2, witch 2",2,2,NULL,NULL,NULL,2,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dongun Shaper's Touch,Transmutation,,,"alchemist 2, occultist 3, sorcerer/wizard 3",3,3,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream Reality,Illusion,compulsion,mind-affecting,"alchemist 5, bard 5, cleric/oracle 6, mesmerist 5, occultist 5, psychic 6, sorcerer/wizard 6",6,6,6,NULL,NULL,5,NULL,5,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,6,NULL,5,5,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Implant Urge,Enchantment,compulsion,mind-affecting,"bard 1, medium 1, mesmerist 1, sorcerer/wizard 1, spiritualist 1, witch 1",1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inveigle Monster,Enchantment,charm,mind-affecting,"bard 5, mesmerist 5, psychic 6, sorcerer/wizard 7, witch 7",7,7,NULL,NULL,NULL,5,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,5,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inveigle Person,Enchantment,charm,mind-affecting,"bard 3, mesmerist 3, psychic 3, sorcerer/wizard 4, witch 4",4,4,NULL,NULL,NULL,3,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nex's Secret Workshop,Abjuration,,,"medium 4, mesmerist 5, occultist 5, psychic 5, sorcerer/wizard 5, spiritualist 5, summoner/unchained summoner 5",5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,5,5,5,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oath Of Anonymity,Illusion,glamer,,"bard 0, inquisitor 0, medium 0, paladin 1, sorcerer/wizard 0",0,0,NULL,NULL,NULL,0,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recorporeal Incarnation,Necromancy,,,"sorcerer/wizard 7, witch 7",7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rotting Alliance,Necromancy,,"curseUM, diseaseUM","cleric/oracle 8, druid 8, inquisitor 6, occultist 6, witch 8",NULL,NULL,8,8,NULL,NULL,NULL,NULL,NULL,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,8,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sealed Sending,Conjuration,creation,language-dependent,sorcerer/wizard 5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Searching Shadows,Illusion,shadow,shadowUM,"bard 2, sorcerer/wizard 2",2,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Seeds Of Influence,Enchantment,compulsion,"emotionUM, mind-affecting","bard 3, medium 3, mesmerist 3, psychic 4, sorcerer/wizard 4, witch 4",4,4,NULL,NULL,NULL,3,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,3,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Seeds Of Influence, Greater",Enchantment,compulsion,"emotionUM, mind-affecting","bard 5, medium 4, mesmerist 5, psychic 7, sorcerer/wizard 7, witch 7",7,7,NULL,NULL,NULL,5,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,5,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Seek Shelter,Enchantment,compulsion,"fear, mind-affecting","bard 4, cleric/oracle 5, inquisitor 4, mesmerist 4, psychic 5, sorcerer/wizard 5, summoner/unchained summoner 4, witch 5",5,5,5,NULL,NULL,4,NULL,NULL,4,5,4,5,NULL,NULL,NULL,NULL,NULL,5,NULL,4,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Substitute Trail,Transmutation,,,"druid 4, ranger 4",NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transfiguring Touch,Transmutation,,,"alchemist 5, occultist 6, sorcerer/wizard 6",6,6,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Skill,Divination,,,"alchemist 1, bard 1, magus 1, medium 1, psychic 1, sorcerer/wizard 1",1,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Violent Accident,Transmutation,,curseUM,"cleric/oracle 2, mesmerist 2, occultist 2, witch 2",NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wandering Trail,Transmutation,,,druid 6,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heretic's Tongue,Enchantment,,mind-affecting,"cleric/oracle 5, inquisitor 5, mesmerist 6",NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Watchful Animal,Divination,scrying,,"druid 4, ranger 4, shaman 4, sorcerer/wizard 4, witch 4",4,4,NULL,4,4,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial By Fire,Evocation,,fire,"antipaladin 3, cleric/oracle 3, inquisitor 3, paladin 3",NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Claim Identity,Transmutation,polymorph,,"alchemist 3, antipaladin 3, bard 3, druid 4, inquisitor 3, shaman 4, sorcerer/wizard 4, witch 3",4,4,NULL,4,NULL,3,NULL,3,NULL,3,3,NULL,3,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Claim Identity, Greater",Transmutation,polymorph,,"alchemist 5, antipaladin 4, bard 5, druid 6, inquisitor 5, shaman 6, sorcerer/wizard 6, witch 5",6,6,NULL,6,NULL,5,NULL,5,NULL,5,5,NULL,4,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egorian Diplomacy,Enchantment,compulsion,mind-affecting,"bard 1, cleric/oracle 1, inquisitor 1, magus 1, mesmerist 1, psychic 1",NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Garrulous Grin,Necromancy,,"fear, mind-affecting","antipaladin 2, bard 2, inquisitor 2, mesmerist 2, psychic 2, shaman 2, spiritualist 2, witch 3",NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,3,2,NULL,2,NULL,NULL,NULL,2,2,NULL,2,NULL,2,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Insect Scouts,Divination,,,"antipaladin 4, bard 4, druid 2, inquisitor 3, psychic 4, ranger 2, shaman 2, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3",3,3,NULL,2,2,4,NULL,NULL,3,3,3,NULL,4,NULL,NULL,NULL,2,4,NULL,NULL,NULL,NULL,NULL,NULL,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passing Fancy,Enchantment,compulsion,mind-affecting,"bard 2, mesmerist 2, psychic 2, sorcerer/wizard 2, witch 2",2,2,NULL,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Passing Fancy, Mass",Enchantment,compulsion,mind-affecting,"bard 4, mesmerist 4, psychic 5, sorcerer/wizard 5, witch 5",5,5,NULL,NULL,NULL,4,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,4,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scribe's Binding,Transmutation,polymorph,,"occultist 6, sorcerer/wizard 9, witch 9",9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apsu's Shining Scales,Evocation,,"draconic, good","alchemist 3, bloodrager 3, medium 3, sorcerer/wizard 3",3,3,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dahak's Release,Enchantment,compulsion,"draconic, evil, mind-affecting","mesmerist 5, occultist 5, shaman 5, sorcerer/wizard 5, witch 5",5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,5,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
